layer,head,program_idx,best_program,best_iou
8,19,125,prog_L14H13,0.7968940703240428
8,20,125,prog_L14H13,0.7884559927883371
8,21,375,prog_L23H22,0.6822148067486845
8,22,577,prog_L6H1,0.6369706061419947
8,23,375,prog_L23H22,0.7406728225397485
9,0,375,prog_L23H22,0.7091595815518931
9,1,375,prog_L23H22,0.6814155940187879
9,2,577,prog_L6H1,0.6094954187222434
9,3,546,prog_L4H4,0.877040900722735
9,4,375,prog_L23H22,0.8092399781270283
9,5,427,prog_L25H5,0.9011900231543852
9,6,351,prog_L22H22,0.6374144098587974
9,7,521,prog_L3H3,0.5259550164004694
9,8,326,prog_L21H21,0.7030105257192837
9,9,296,prog_L20H16,0.8385686285725272
9,10,296,prog_L20H16,0.7880441559526701
9,11,296,prog_L20H16,0.7888467569324118
9,12,375,prog_L23H22,0.6949582910943184
9,13,375,prog_L23H22,0.728228242857621
9,14,587,prog_L6H19,0.601382261583262
9,15,296,prog_L20H16,0.7985842965379981
9,16,375,prog_L23H22,0.7711585633761159
9,17,375,prog_L23H22,0.789141547452512
9,18,375,prog_L23H22,0.7175901651261891
9,19,509,prog_L3H13,0.848389867654795
9,20,515,prog_L3H19,0.7323537546376433
9,21,588,prog_L6H2,0.7968703831527348
9,22,375,prog_L23H22,0.7428327098295435
9,23,427,prog_L25H5,0.8151447842293628
10,0,375,prog_L23H22,0.6103638997344112
10,1,577,prog_L6H1,0.7124253666959213
10,2,375,prog_L23H22,0.7439236187099418
10,3,655,prog_L9H15,0.8205078139983246
10,4,655,prog_L9H15,0.8410399729695269
10,5,548,prog_L4H6,0.8416167709005601
10,6,577,prog_L6H1,0.7265200633211059
10,7,625,prog_L8H1,0.6441381279468124
10,8,577,prog_L6H1,0.7594179523290531
10,9,577,prog_L6H1,0.8038854352967422
10,10,577,prog_L6H1,0.7081616028718303
10,11,655,prog_L9H15,0.8488979166878403
10,12,233,prog_L18H3,0.5866294387389018
10,13,278,prog_L1H21,0.5614423768059835
10,14,521,prog_L3H3,0.6167145820824949
10,15,125,prog_L14H13,0.8347992607893359
10,16,125,prog_L14H13,0.757359846757869
10,17,375,prog_L23H22,0.7691333828012439
10,18,587,prog_L6H19,0.6883402452448832
10,19,587,prog_L6H19,0.6735512791181556
10,20,587,prog_L6H19,0.7069584220518879
10,21,509,prog_L3H13,0.9410902744409728
10,22,427,prog_L25H5,0.8875398450824413
10,23,427,prog_L25H5,0.857205103302703
11,0,278,prog_L1H21,0.6559640340170014
11,1,348,prog_L22H2,0.8363054893952743
11,2,375,prog_L23H22,0.7663878858737909
11,3,375,prog_L23H22,0.7284882942486093
11,4,375,prog_L23H22,0.806414727904332
11,5,125,prog_L14H13,0.8356901124962144
11,6,348,prog_L22H2,0.7996376928859066
11,7,375,prog_L23H22,0.7536847410867399
11,8,375,prog_L23H22,0.7246889455087862
11,9,375,prog_L23H22,0.7455013069653414
11,10,625,prog_L8H1,0.7654590499622366
11,11,278,prog_L1H21,0.6726847855812838
11,12,481,prog_L2H1,0.6043788053782613
11,13,233,prog_L18H3,0.5566379751881587
11,14,170,prog_L16H10,0.6650629130388532
11,15,152,prog_L15H16,0.8093660181695584
11,16,625,prog_L8H1,0.6716799805799029
11,17,548,prog_L4H6,0.7586313066070474
11,18,625,prog_L8H1,0.6343934365047337
11,19,587,prog_L6H19,0.6349980910128076
11,20,375,prog_L23H22,0.6951566996168501
11,21,375,prog_L23H22,0.6464925437624531
11,22,625,prog_L8H1,0.6770873114174557
11,23,625,prog_L8H1,0.6538636994491722
12,0,348,prog_L22H2,0.7746155319867254
12,1,348,prog_L22H2,0.717192320645756
12,2,348,prog_L22H2,0.6621829544095615
12,3,427,prog_L25H5,0.8753012044605223
12,4,427,prog_L25H5,0.8873061252880058
12,5,375,prog_L23H22,0.6714330894660268
12,6,375,prog_L23H22,0.6550087758147742
12,7,348,prog_L22H2,0.6918402491750412
12,8,375,prog_L23H22,0.7584679436890773
12,9,348,prog_L22H2,0.7327654436463445
12,10,375,prog_L23H22,0.7047510130850234
12,11,375,prog_L23H22,0.7510194021147522
